id,count,filename,md5hash,filetype,tagged_date,data
568,1,"A_farmer_telling_his_family,_a_doctor,_a_vicar_and_a_lawyer_Wellcome_V0011022.jpg",f1ec18384bd298153fc33e59ebc9c74c,image/jpeg,2024-05-23 13:23:48.020318,
